client_id,age,income,credit_score,loan_amount,loan_term_months,interest_rate,employment_status,has_default_history,default
542,65,109599,798,19852,48,6.84,employed,0,0
543,42,92355,839,23601,24,11.72,employed,0,0
544,57,111248,790,19020,12,15.9,employed,0,0
545,62,44762,741,9155,36,18.16,self-employed,0,0
546,70,31046,560,4583,48,34.32,employed,0,1
547,18,116999,649,16515,24,29.24,employed,0,1
548,33,144130,651,37777,60,27.12,employed,0,1
549,56,136021,819,20710,48,21.11,employed,1,1
550,22,48769,619,44178,24,30.2,unemployed,0,1
551,39,73302,437,25532,12,15.18,unemployed,0,1
552,46,43150,849,19601,12,26.27,self-employed,0,1
553,72,88247,667,5967,48,34.81,self-employed,1,1
554,20,24853,519,19753,48,14.44,self-employed,1,1
555,29,114613,636,21022,36,25.22,employed,0,1
556,43,140900,522,44463,24,30.33,self-employed,0,1
557,33,109399,659,10135,48,32.47,employed,0,1
558,68,41792,628,6722,36,26.54,employed,0,1
559,54,79129,762,28413,36,13.51,self-employed,0,0
560,39,126019,681,28236,48,14.79,employed,0,0
561,74,94478,468,16514,12,5.62,unemployed,1,1
562,46,133811,516,44896,24,27.83,employed,0,1
563,31,134130,677,38212,24,6.28,employed,1,1
564,45,87298,418,41386,12,30.94,employed,0,1
565,22,51987,489,21331,48,8.56,employed,0,1
566,64,35850,669,19060,24,10.16,self-employed,0,0
567,66,32112,448,2196,48,19.3,employed,0,1
568,47,141789,787,13297,48,27.14,employed,0,1
569,63,44058,673,3787,36,9.17,employed,1,1
570,69,65420,459,24816,12,18.2,employed,1,1
571,22,58890,650,41695,48,19.49,employed,1,1
572,29,86017,587,20702,60,11.37,unemployed,0,1
573,33,67304,587,26242,12,8.47,employed,1,1
574,43,52921,525,3176,24,30.09,self-employed,0,1
575,43,125921,822,21127,36,20.07,unemployed,0,0
576,65,21524,821,42560,24,5.43,employed,0,0
577,38,120424,572,28228,24,29.09,self-employed,0,1
578,56,35048,701,21208,12,34.42,self-employed,0,1
579,53,55111,482,29482,24,23.18,employed,0,1
580,50,57904,787,10171,48,20.11,employed,1,1
581,47,74912,423,36219,24,31.35,employed,0,1
582,54,54008,713,34396,36,33.58,unemployed,0,1
583,40,20060,471,43589,36,27.64,unemployed,1,1
584,27,94666,587,41546,60,18.36,self-employed,0,1
585,71,103559,734,4696,36,22.77,employed,1,1
586,22,75337,412,21058,24,26.03,employed,0,1
587,53,130616,421,21313,36,10.83,employed,0,1
588,51,33350,843,20149,12,18.42,employed,0,0
589,69,44354,521,46740,36,29.89,employed,0,1
590,48,65186,338,42075,48,24.64,unemployed,0,1
591,27,48145,796,5956,12,17.34,unemployed,0,0
592,36,54020,532,11195,60,24.9,self-employed,0,1
593,49,106123,829,18076,48,8.55,employed,1,1
594,18,126667,448,2105,24,17.04,employed,0,1
595,73,95186,696,16417,24,28.79,employed,0,1
596,22,105469,601,25729,24,11.62,self-employed,0,0
597,62,40581,659,47956,48,10.58,self-employed,0,0
598,21,108929,537,31099,48,33.52,employed,0,1
599,33,43051,535,33598,48,11.3,employed,1,1
600,41,71474,502,30961,12,12.83,employed,0,1
601,33,111748,555,13602,12,34.09,employed,0,1
602,72,145995,534,10256,24,27.04,employed,0,1
603,19,134618,644,21584,36,25.99,employed,0,1
604,66,89626,833,47980,24,30.59,employed,1,1
605,45,26960,765,35681,60,8.47,unemployed,0,0
606,49,55772,840,26792,12,26.18,employed,0,1
607,44,41520,512,22904,48,20.11,employed,0,1
608,37,69481,762,44361,12,29.87,employed,0,1
609,41,56408,735,35540,48,20.24,employed,0,0
610,29,114006,582,27536,60,23.61,employed,0,1
611,67,148496,762,20164,60,19.33,employed,1,1
612,52,77134,706,13996,12,19.34,employed,1,1
613,50,40491,387,3871,48,28.04,employed,0,1
614,50,21341,343,47002,60,23.86,self-employed,0,1
615,68,64623,760,23626,24,24.0,employed,0,0
616,60,110327,577,11521,24,18.51,self-employed,1,1
617,54,20338,720,44410,48,20.93,employed,1,1
618,29,91431,652,2132,12,27.37,employed,1,1
619,20,32254,814,34467,60,29.78,employed,0,1
620,18,71860,318,15534,12,25.9,employed,0,1
621,50,31344,322,24854,24,32.72,unemployed,1,1
622,57,21750,712,43998,60,29.61,self-employed,0,1
623,27,74756,329,40065,12,21.86,unemployed,0,1
624,60,87957,407,46607,36,25.14,unemployed,0,1
625,61,125423,666,8812,48,32.79,employed,0,1
626,46,78053,580,5557,48,23.58,employed,0,1
627,30,90855,427,3179,36,29.74,employed,0,1
628,29,35896,528,44798,24,25.66,unemployed,0,1
629,48,75761,410,10065,60,21.56,self-employed,1,1
630,63,82552,435,9275,48,12.26,employed,0,1
631,19,140075,661,48857,36,17.78,self-employed,0,0
632,68,97454,485,36948,36,34.03,employed,0,1
633,67,146522,428,21700,24,24.73,employed,0,1
634,52,138681,560,40464,24,21.93,employed,0,1
635,40,110600,814,43351,12,32.99,self-employed,0,1
636,34,142732,748,28794,48,22.6,unemployed,0,0
637,43,132153,403,29783,12,20.78,employed,0,1
638,25,142926,782,17998,36,27.78,employed,1,1
639,46,47935,523,14869,60,26.38,employed,0,1
640,43,57641,790,45525,60,10.79,self-employed,0,0
641,27,49711,772,29152,24,19.14,employed,0,0
642,43,90342,309,21954,60,19.18,employed,1,1
643,51,126896,704,32555,60,16.35,employed,0,0
644,68,32182,601,17654,60,20.52,employed,1,1
645,58,107833,530,46026,36,17.39,employed,1,1
646,24,76276,365,36236,60,10.98,self-employed,1,1
647,21,39541,411,47976,60,17.37,employed,1,1
648,70,114457,312,16042,60,7.17,self-employed,0,1
649,67,102310,692,26966,12,22.27,employed,0,0
650,62,64813,799,49407,36,30.61,employed,1,1
651,28,57198,533,45314,24,26.76,employed,0,1
652,46,28820,613,46095,12,15.81,self-employed,0,0
653,73,44070,311,15270,48,7.61,unemployed,0,1
654,53,89768,508,31908,36,11.06,unemployed,0,1
655,42,31122,313,16523,36,21.36,employed,1,1
656,38,100559,717,48068,48,11.21,employed,0,0
657,74,93543,736,20991,48,21.32,self-employed,0,0
658,53,103441,676,11775,48,11.95,self-employed,1,1
659,27,61786,319,13265,24,30.47,employed,1,1
660,54,114934,369,20459,60,16.92,self-employed,0,1
661,26,119804,510,17673,36,12.37,employed,0,1
662,41,26737,400,28056,60,29.37,employed,0,1
663,52,56062,431,7614,60,15.29,employed,0,1
664,66,74237,680,37020,48,8.34,employed,0,0
665,52,71571,431,8415,24,22.11,employed,0,1
666,65,45510,319,24155,12,22.45,employed,0,1
667,53,39426,835,44884,24,26.44,employed,0,1
668,35,57265,526,17964,60,12.21,employed,0,1
669,66,37850,453,38726,24,18.31,employed,0,1
670,56,138249,768,38044,48,13.47,self-employed,0,0
671,49,86150,704,38544,12,7.43,employed,0,0
672,41,107312,501,33252,48,31.3,employed,0,1
673,40,109613,337,4832,12,26.87,employed,0,1
674,49,94910,487,26275,60,14.04,unemployed,0,1
675,54,72375,356,15901,12,22.98,employed,1,1
676,29,141826,319,39213,12,11.04,employed,0,1
677,66,55435,572,35148,12,31.71,employed,0,1
678,72,116443,418,43633,24,8.45,self-employed,0,1
679,30,77132,815,23918,24,5.12,employed,1,1
680,40,98945,520,47694,60,20.06,employed,0,1
681,42,102050,825,20540,12,22.49,employed,0,0
682,52,149828,814,12580,36,22.37,employed,0,0
683,58,115402,635,39402,60,6.64,self-employed,0,0
684,47,22983,354,39578,12,14.42,unemployed,1,1
685,34,117241,799,25917,12,19.98,employed,0,0
686,66,40662,835,23318,24,11.5,self-employed,0,0
687,37,43510,461,11179,60,31.18,employed,0,1
688,65,98187,458,13251,12,7.61,employed,0,1
689,42,60998,487,46899,12,19.62,self-employed,0,1
690,39,76846,359,20493,60,25.74,employed,0,1
691,30,114071,618,21466,36,12.85,unemployed,0,0
692,36,26640,510,31206,60,23.73,employed,0,1
693,66,64547,705,46475,60,29.88,employed,0,1
694,53,74620,408,20624,36,10.71,employed,1,1
695,29,35317,375,27564,60,32.52,employed,0,1
696,58,135608,841,23412,12,21.61,self-employed,1,1
697,36,27564,613,28990,60,13.98,employed,0,0
698,29,47345,416,36517,36,17.93,self-employed,1,1
699,26,133824,318,14156,48,14.37,employed,0,1
700,24,114223,731,24064,60,26.75,employed,0,1
701,45,143372,649,26711,24,28.89,unemployed,1,1
702,31,99273,482,31106,12,29.99,self-employed,0,1
703,48,94859,412,17589,12,34.57,employed,0,1
704,69,100765,482,24736,24,28.74,self-employed,0,1
705,36,130017,780,21975,24,23.04,employed,0,0
706,64,94038,445,37218,60,15.18,employed,0,1
707,33,143618,412,8214,24,21.34,employed,0,1
708,70,72393,775,31581,48,6.23,unemployed,0,0
709,22,86081,602,21195,36,27.34,employed,0,1
710,52,145341,417,45582,24,18.38,self-employed,0,1
711,29,122650,460,28127,24,5.6,employed,0,1
712,42,49430,700,6141,48,6.88,self-employed,0,0
713,69,95532,497,29884,12,16.62,employed,1,1
714,38,47788,559,25885,12,22.5,self-employed,0,1
715,53,115505,346,3708,60,18.93,employed,0,1
716,70,68543,698,19375,48,23.58,self-employed,0,0
717,40,33919,377,16088,36,19.41,unemployed,0,1
718,33,89346,423,45602,36,24.85,self-employed,0,1
719,74,116122,374,46046,48,11.57,employed,0,1
720,56,59974,436,11014,36,8.39,unemployed,0,1
721,62,127309,699,4273,12,22.89,employed,0,0
722,70,36371,804,48135,36,19.54,self-employed,0,0
723,59,65084,799,38306,36,5.81,unemployed,0,0
724,56,49629,437,31881,48,16.41,employed,0,1
725,31,71184,349,32486,48,8.18,employed,0,1
726,48,81916,553,13541,36,20.94,employed,1,1
727,22,147293,725,9712,24,16.87,employed,0,0
728,52,93972,846,10168,48,23.39,employed,0,0
729,40,82187,601,4551,60,29.17,employed,0,1
730,46,32984,648,13297,60,13.99,employed,0,0
731,60,53039,348,44733,12,33.86,employed,0,1
732,28,105431,373,28128,36,21.07,employed,0,1
733,35,103691,560,3832,24,23.55,employed,0,1
734,64,78606,655,29483,12,25.42,unemployed,0,1
735,29,30616,559,23063,36,25.0,employed,0,1
736,26,122665,594,23963,48,20.33,unemployed,0,1
737,27,125373,612,14422,60,17.86,employed,0,0
738,61,70072,481,33920,24,6.61,employed,0,1
739,34,44574,663,12156,60,5.66,self-employed,0,0
740,55,23430,487,12108,48,15.74,employed,0,1
741,24,139123,842,32845,36,15.01,employed,0,0
742,63,32676,847,3800,48,16.63,employed,1,1
743,30,30816,707,39078,48,9.15,employed,0,0
744,57,52733,713,43712,60,27.15,employed,0,1
745,59,105680,641,3610,24,30.71,employed,0,1
746,26,22050,519,13067,48,33.16,employed,1,1
747,67,129996,462,34872,60,19.77,employed,0,1
748,44,53933,519,11728,24,26.03,employed,0,1
749,19,44951,569,30566,36,30.67,employed,0,1
750,22,52413,699,30783,36,17.55,employed,0,0
751,46,54801,481,21583,12,14.28,employed,0,1
752,54,75619,504,21238,60,33.1,unemployed,0,1
753,55,52913,527,8263,24,20.47,employed,0,1
754,36,132573,549,2914,48,19.92,employed,0,1
755,25,139076,740,24749,36,10.35,employed,1,1
756,65,60600,832,20456,24,8.24,unemployed,0,0
757,62,77775,495,26582,60,30.26,employed,0,1
758,18,110816,818,1406,12,23.42,unemployed,0,0
759,39,149972,369,14689,36,14.77,employed,0,1
760,69,110093,698,33934,24,10.75,employed,0,0
761,34,132590,502,34276,24,21.66,unemployed,0,1
762,24,55400,447,37432,24,22.52,employed,0,1
763,42,24494,771,20873,60,11.21,employed,0,0
764,62,100688,498,14050,60,30.54,self-employed,0,1
765,21,142744,725,1680,60,7.53,unemployed,0,0
766,53,109431,791,19908,48,15.68,employed,0,0
767,23,94691,441,19504,24,25.41,employed,0,1
768,48,117419,612,22644,36,13.22,self-employed,0,0
769,36,128730,464,38125,60,29.83,self-employed,0,1
770,61,63001,613,2363,60,27.2,unemployed,0,1
771,71,87364,320,43291,24,28.67,self-employed,0,1
772,56,144988,381,36060,60,8.57,employed,0,1
773,44,65028,430,2538,48,9.22,unemployed,0,1
774,27,127434,604,37176,48,13.59,employed,0,0
775,43,117659,670,42520,60,20.54,employed,1,1
776,36,57573,683,26675,24,27.44,employed,0,1
777,56,20806,744,19287,24,30.1,employed,0,1
778,20,144343,724,1174,24,26.13,employed,0,1
779,62,76638,460,27732,12,32.86,self-employed,0,1
780,30,148301,477,35998,60,27.16,employed,0,1
781,67,146295,789,38055,24,14.19,employed,0,0
782,45,126506,626,13112,48,12.95,self-employed,0,0
783,37,49757,588,40874,36,25.89,employed,0,1
784,45,54636,653,10689,36,10.79,employed,0,0
785,25,100097,327,45814,24,7.78,employed,0,1
786,58,68280,342,20555,36,20.97,unemployed,0,1
787,56,44262,722,34919,36,29.65,employed,0,1
788,18,100435,476,8619,12,8.04,employed,1,1
789,20,82211,828,7033,48,28.76,employed,0,1
790,30,74842,793,42328,48,29.35,employed,0,1
791,45,148583,497,5946,12,19.47,employed,0,1
792,74,76979,816,25618,12,6.72,employed,0,0
793,66,134524,813,35675,36,10.24,employed,1,1
794,42,101470,321,37258,60,26.22,unemployed,1,1
795,73,58197,411,19919,36,26.35,employed,0,1
796,50,61844,356,5173,12,31.95,employed,1,1
797,55,84754,365,44833,48,22.48,employed,0,1
798,70,121868,397,27400,36,8.72,employed,0,1
799,23,54157,443,5769,60,8.64,self-employed,1,1
800,61,97129,734,38564,36,26.63,employed,0,1
801,62,60042,385,46814,24,10.51,employed,0,1
802,49,81665,643,15211,36,14.85,self-employed,0,0
803,62,135512,593,24255,12,19.62,employed,1,1
804,64,136953,542,28962,48,5.74,employed,0,1
805,38,102856,331,20356,48,12.46,employed,1,1
806,33,47376,690,21306,12,17.24,employed,0,0
807,71,129049,576,5997,24,13.39,employed,0,1
808,38,75554,831,18376,12,9.09,employed,1,1
809,28,34199,453,41880,36,26.84,employed,0,1
810,54,138533,682,39055,12,29.39,unemployed,1,1
811,53,101412,367,11578,12,12.72,employed,0,1
812,52,70948,513,19624,24,28.23,employed,0,1
813,36,93781,675,40194,36,16.57,employed,0,0
814,37,92750,512,45367,60,20.2,employed,0,1
815,74,86262,378,1389,60,30.68,employed,0,1
816,35,137424,680,34767,48,27.5,unemployed,1,1
817,64,66600,357,46580,12,29.15,self-employed,1,1
818,58,96898,325,49367,48,9.11,unemployed,0,1
819,66,82483,746,2855,24,7.09,unemployed,1,1
820,31,38297,365,41893,60,31.8,employed,1,1
821,32,50448,553,14794,12,16.64,employed,0,1
822,48,46172,343,36531,24,13.64,employed,0,1
823,18,62874,396,5986,24,26.74,employed,1,1
824,70,27657,526,33298,12,30.09,unemployed,0,1
825,71,104386,735,2481,24,30.87,employed,1,1
826,71,145617,678,4731,12,14.48,unemployed,1,1
827,20,45425,477,17835,12,30.57,employed,1,1
828,33,46685,726,28798,36,6.23,unemployed,0,0
829,40,142000,606,27113,48,6.49,unemployed,0,0
830,74,132855,803,20477,24,23.71,self-employed,0,0
831,28,44578,567,18266,24,6.89,self-employed,0,1
832,29,48831,307,21792,36,14.74,employed,0,1
833,27,27906,807,21452,36,25.18,self-employed,0,1
834,49,81413,775,44526,36,15.12,unemployed,0,0
835,33,74028,596,42334,60,10.39,self-employed,1,1
836,25,27287,463,12889,60,13.44,employed,0,1
837,55,53660,784,25335,60,18.73,employed,0,0
838,29,95758,371,12254,12,19.26,self-employed,0,1
839,41,80504,537,22074,24,28.49,employed,0,1
840,45,79720,403,12442,48,27.5,self-employed,0,1
841,70,122979,509,47289,12,18.7,employed,0,1
842,25,54701,767,38327,24,30.37,employed,0,1
843,45,103300,753,17199,24,8.43,employed,0,0
844,53,130177,567,8291,36,12.66,employed,0,1
845,43,37674,685,41928,36,29.84,employed,1,1
846,25,103560,686,1112,12,16.34,employed,1,1
847,67,131543,558,22515,36,34.44,employed,1,1
848,45,43874,582,20581,24,18.99,employed,1,1
849,45,63642,339,49692,36,28.76,employed,1,1
850,54,143867,785,27500,60,17.07,self-employed,1,1
851,58,117820,519,33026,36,17.75,unemployed,0,1
852,53,85160,428,17523,24,16.49,self-employed,0,1
853,44,37602,819,2424,12,26.57,unemployed,0,1
854,71,123320,559,20552,48,21.43,self-employed,0,1
855,34,108801,665,11808,36,33.31,employed,0,1
856,26,45931,843,39811,24,12.53,self-employed,0,0
857,50,114377,823,7989,48,8.02,self-employed,1,1
858,70,49192,315,24620,48,16.8,employed,1,1
859,37,66542,428,40029,60,23.5,employed,0,1
860,30,147015,408,1887,48,30.82,self-employed,0,1
861,45,62520,832,32802,24,15.39,employed,1,1
862,65,84772,568,20488,24,24.61,employed,0,1
863,46,78762,461,31013,36,15.51,employed,0,1
864,30,70106,559,17402,36,23.52,employed,0,1
865,63,101121,401,22205,36,31.54,employed,0,1
866,52,45559,805,27049,48,11.94,employed,0,0
867,23,125595,546,13253,48,17.13,employed,1,1
868,35,53742,836,19990,60,34.8,employed,0,1
869,68,89669,430,8846,36,31.06,self-employed,0,1
870,22,100199,652,26027,12,21.94,unemployed,0,0
871,64,41754,495,40200,60,20.5,employed,0,1
872,42,23972,681,47220,12,13.54,self-employed,1,1
873,19,90831,526,47163,48,20.52,employed,0,1
874,27,132217,775,4765,60,30.45,employed,0,1
875,73,61873,776,16950,60,25.56,employed,0,1
876,47,114661,564,46270,24,13.7,employed,0,1
877,67,126532,671,10741,48,11.04,employed,0,0
878,62,146267,785,23742,48,12.96,employed,0,0
879,22,29903,733,25703,60,10.09,self-employed,0,0
880,72,23020,510,39709,48,7.87,self-employed,0,1
881,73,61755,676,38623,60,17.57,employed,0,0
882,50,105956,694,23931,24,8.4,employed,1,1
883,71,106988,749,24580,60,10.16,employed,1,1
884,18,65648,663,16166,48,21.42,employed,0,0
885,35,123537,756,30240,48,9.94,self-employed,0,0
886,49,145991,525,26991,60,6.92,employed,0,1
887,64,29516,430,39556,60,14.52,self-employed,1,1
888,66,132863,775,33969,60,11.61,unemployed,0,0
889,28,135005,576,11561,36,20.46,employed,0,1
890,38,22396,455,17901,48,8.07,unemployed,0,1
891,43,104082,517,41505,48,27.55,employed,1,1
892,42,39129,489,31020,36,32.19,employed,0,1
893,39,148322,716,26917,60,27.3,employed,0,1
894,44,21591,845,2988,24,20.98,employed,0,0
895,66,31303,340,49209,60,30.82,employed,0,1
896,30,50561,606,45505,60,25.85,employed,0,1
897,50,91719,637,15256,36,5.32,self-employed,1,1
898,51,138618,613,23192,48,16.82,unemployed,1,1
899,58,112108,374,29230,60,30.53,self-employed,0,1
900,52,148748,578,40930,48,15.38,employed,1,1
901,18,119616,475,46833,12,6.06,self-employed,0,1
902,38,144165,572,23625,48,27.39,employed,0,1
903,65,106231,588,33088,24,29.06,self-employed,0,1
904,72,27314,571,15114,24,9.82,self-employed,1,1
905,23,137071,365,42167,60,21.12,unemployed,0,1
906,45,39623,782,39401,48,10.76,employed,0,0
907,34,87675,547,6755,60,26.58,self-employed,1,1
908,22,132992,455,11825,36,13.15,employed,0,1
909,48,116826,346,23693,24,14.49,unemployed,0,1
910,22,85082,753,5117,60,30.35,employed,0,1
911,55,149839,500,25729,36,19.29,employed,0,1
912,20,103624,423,33182,60,25.09,employed,1,1
913,70,125228,300,29890,48,17.07,self-employed,0,1
914,40,53130,490,30340,48,13.94,employed,0,1
915,54,71756,815,2518,48,23.76,employed,0,0
916,70,117624,741,31949,48,9.65,unemployed,0,0
917,54,46292,442,23547,12,16.19,unemployed,0,1
918,27,131785,490,17346,36,11.27,employed,0,1
919,27,147331,832,3600,36,25.87,employed,1,1
920,36,106206,526,47005,48,33.33,self-employed,0,1
921,34,89274,612,30267,12,34.87,unemployed,0,1
922,38,22469,601,37322,48,18.51,employed,0,0
923,31,73947,759,27990,12,12.58,employed,0,0
924,26,42534,700,17193,48,18.28,employed,0,0
925,63,83620,692,31109,24,30.42,self-employed,0,1
926,18,68874,506,20233,24,11.18,employed,1,1
927,68,69708,509,49021,60,33.56,employed,0,1
928,62,94553,414,17194,48,15.26,employed,0,1
929,30,88344,550,35510,36,34.57,unemployed,0,1
930,21,69138,518,2306,60,30.16,employed,1,1
931,18,74302,706,4849,24,29.26,employed,0,1
932,66,67638,742,13360,48,14.54,employed,0,0
933,57,98249,653,46536,60,5.26,self-employed,0,0
934,49,125865,849,30231,48,16.46,employed,0,0
935,51,22719,441,46800,24,14.05,self-employed,0,1
936,45,42890,800,37963,60,6.12,employed,1,1
937,48,97236,846,19689,24,20.16,unemployed,0,0
938,25,56509,841,30084,12,17.09,employed,0,0
939,56,62534,806,41387,24,24.04,employed,0,0
940,43,122302,580,10280,48,23.64,employed,0,1
941,51,112241,723,3642,36,8.62,self-employed,0,0
942,71,38787,569,43137,24,34.31,employed,0,1
943,71,146209,453,15296,36,10.61,unemployed,0,1
944,20,68845,382,16438,12,18.36,self-employed,0,1
945,67,77932,725,49442,60,19.64,employed,0,0
946,29,112124,574,38525,60,29.39,unemployed,0,1
947,18,111659,583,3994,36,7.98,employed,1,1
948,71,53062,472,48994,60,17.86,self-employed,0,1
949,61,95713,626,35039,24,23.86,employed,0,0
950,22,107263,362,2813,36,11.45,employed,1,1
951,47,115756,372,28491,48,23.82,self-employed,0,1
952,47,80461,674,19845,24,32.71,employed,1,1
953,74,95418,807,42243,24,34.93,employed,1,1
954,34,86672,697,38164,24,5.97,employed,1,1
955,65,148232,419,43051,48,12.07,employed,1,1
956,64,54832,736,14318,12,14.31,self-employed,0,0
957,40,147335,764,18200,60,16.97,employed,0,0
958,32,51966,585,1082,36,12.27,unemployed,0,1
959,54,92545,564,2920,12,11.1,employed,0,1
960,38,32987,619,41585,36,33.64,employed,0,1
961,31,57311,675,12683,60,32.56,self-employed,0,1
962,19,51575,388,12336,48,6.41,employed,0,1
963,28,83852,502,16596,24,15.16,unemployed,1,1
964,68,147650,633,3093,24,17.15,self-employed,1,1
965,56,21007,521,13905,48,12.17,employed,1,1
966,55,90981,340,25351,12,23.87,employed,0,1
967,51,96242,367,31981,12,24.21,employed,1,1
968,55,67517,813,9367,36,30.52,employed,1,1
969,67,130022,426,6285,48,27.23,self-employed,0,1
970,51,49257,554,44664,12,21.28,employed,0,1
971,35,107272,315,38705,48,24.61,employed,1,1
972,47,62207,776,17753,60,13.22,employed,1,1
973,32,33281,361,19485,24,22.79,employed,0,1
974,44,81246,731,13977,24,19.68,employed,0,0
975,68,21435,567,20874,24,9.0,unemployed,0,1
976,51,118875,334,8674,48,12.28,self-employed,0,1
977,69,120686,793,30038,48,13.75,self-employed,1,1
978,74,111357,768,30315,36,32.73,self-employed,1,1
979,55,46660,624,4676,24,11.91,employed,0,0
980,50,25084,603,3426,36,13.68,unemployed,0,0
981,41,102197,575,25473,24,16.08,employed,0,1
982,32,33507,500,3962,36,24.91,employed,0,1
983,47,92595,744,30943,36,8.55,employed,0,0
984,72,103807,623,1859,60,33.62,employed,0,1
985,59,65539,334,45816,36,30.97,self-employed,0,1
986,68,135953,781,5138,48,22.32,employed,0,0
987,34,27491,779,36192,36,25.22,self-employed,0,1
988,22,147706,364,26640,24,5.5,employed,0,1
989,46,132831,307,11409,36,15.17,employed,0,1
990,21,70192,600,5017,12,28.87,self-employed,0,1
991,27,100395,642,11451,24,7.32,employed,0,0
992,73,143797,730,29327,12,13.47,employed,1,1
993,34,83888,723,11278,24,22.56,employed,1,1
994,27,93609,631,25944,48,12.69,employed,1,1
995,34,29077,737,44764,48,33.02,self-employed,1,1
996,37,137440,473,2134,48,8.93,employed,0,1
997,41,142901,826,31131,12,28.92,unemployed,0,1
998,22,40953,325,38887,60,20.24,unemployed,0,1
999,51,96919,705,39462,24,27.51,self-employed,1,1
1000,23,134682,531,23520,48,14.32,self-employed,1,1
1001,70,141041,832,22869,24,20.43,employed,0,0
1002,19,87889,849,37932,12,30.71,self-employed,0,1
1003,30,43821,804,6039,60,19.01,employed,0,0
1004,60,57567,478,22281,12,15.79,employed,0,1
1005,60,135374,431,48399,24,21.08,unemployed,0,1
1006,65,44860,754,11442,60,26.52,employed,0,1
1007,28,41195,647,9252,60,18.31,employed,0,0
1008,68,97475,839,28586,12,33.17,employed,0,1
1009,64,110874,705,18568,48,13.85,employed,0,0
1010,74,107266,375,21810,24,19.26,employed,0,1
1011,40,41427,791,2551,36,27.71,employed,1,1
1012,72,120732,493,13625,36,25.67,employed,0,1
1013,33,47083,461,35397,12,30.91,employed,1,1
1014,48,107046,646,27249,24,34.9,employed,1,1
1015,28,77372,660,2361,24,17.81,employed,0,0
1016,71,143786,386,27149,12,8.33,self-employed,0,1
1017,33,64064,561,5370,24,5.91,employed,0,1
1018,25,27813,513,6283,48,26.81,self-employed,0,1
1019,21,51598,561,8610,12,31.22,unemployed,1,1
1020,57,132718,582,44326,48,11.62,self-employed,0,1
1021,21,146879,766,15924,24,9.75,unemployed,1,1
1022,73,113106,679,48607,12,6.87,unemployed,0,0
1023,42,47082,661,45717,24,29.68,employed,0,1
1024,20,49241,748,11626,12,14.34,self-employed,0,0
1025,49,116214,740,35761,24,17.05,unemployed,0,0
1026,20,64569,392,1869,48,20.08,employed,0,1
1027,44,31745,723,32552,48,30.18,employed,1,1
1028,46,46029,441,2014,24,24.52,unemployed,0,1
1029,49,33025,590,11103,12,23.45,self-employed,0,1
1030,67,121660,731,17986,36,10.27,employed,0,0
1031,68,143395,348,45781,48,20.4,employed,0,1
1032,36,34288,601,31471,48,26.46,self-employed,1,1
1033,38,109186,489,34458,36,34.2,employed,1,1
1034,22,26540,435,26069,24,11.04,employed,0,1
1035,35,117768,703,17873,12,5.29,self-employed,1,1
1036,45,101958,640,24248,24,7.26,employed,0,0
1037,59,88878,617,24624,60,16.28,employed,0,0
1038,39,61846,662,44516,48,29.62,self-employed,0,1
1039,38,121148,681,30061,60,5.21,self-employed,1,1
1040,23,95932,532,25170,48,18.7,employed,0,1
1041,18,37482,643,9024,48,14.88,employed,0,0
1042,22,43411,848,17678,60,6.57,employed,0,0
1043,58,70975,828,39256,60,18.51,unemployed,0,0
1044,29,80545,482,21411,24,12.64,employed,0,1
1045,43,132302,340,44803,60,15.56,employed,0,1
1046,63,98797,696,20296,24,26.17,employed,0,1
1047,51,72307,793,27293,24,20.65,self-employed,0,0
1048,66,23093,632,28172,24,8.74,employed,0,0
1049,31,97258,426,22128,48,33.84,employed,0,1
1050,43,42042,300,19257,48,24.08,employed,0,1
1051,62,72930,467,13855,60,27.98,self-employed,0,1
1052,44,137584,318,20642,48,7.38,employed,1,1
1053,26,64413,631,36585,60,6.41,employed,0,0
1054,43,133387,755,21025,48,5.58,employed,0,0
1055,74,113623,408,5458,12,10.66,unemployed,0,1
1056,64,117883,567,6307,12,17.43,employed,1,1
1057,74,53756,744,42701,60,33.07,employed,1,1
1058,39,73268,539,19425,48,18.71,employed,0,1
1059,64,59214,600,44427,48,13.71,unemployed,0,0
1060,73,101871,402,29273,24,21.86,employed,0,1
1061,47,147844,549,39506,36,8.36,unemployed,0,1
1062,60,48602,752,6668,60,23.29,self-employed,0,0
1063,65,73331,819,26934,36,22.05,employed,0,0
1064,34,68901,452,48195,36,28.76,self-employed,0,1
1065,43,119986,473,8697,60,34.6,employed,0,1
1066,53,83416,642,25417,48,12.53,employed,0,0
1067,18,52196,730,17446,60,20.29,employed,0,0
1068,25,148386,623,41597,36,32.27,employed,0,1
1069,66,25626,719,11751,48,28.56,unemployed,0,1
1070,52,27424,784,47218,12,19.62,employed,0,0
1071,69,32857,711,8352,60,33.36,unemployed,0,1
1072,32,130459,383,14516,60,6.72,employed,0,1
1073,64,135621,412,24299,48,32.93,employed,0,1
1074,73,39982,631,32957,12,6.52,unemployed,0,0
1075,39,96961,677,29927,12,21.42,employed,0,0
1076,31,21980,340,42094,48,31.71,self-employed,0,1
1077,43,68290,404,37412,24,12.88,employed,0,1
1078,45,46431,501,30493,60,19.17,employed,0,1
1079,40,104976,749,27711,60,14.73,self-employed,0,0
1080,31,127288,565,9003,36,33.56,employed,0,1
